PING 10.0.0.7 (10.0.0.7) 56(84) bytes of data.
64 bytes from 10.0.0.7: icmp_seq=1 ttl=64 time=687 ms
64 bytes from 10.0.0.7: icmp_seq=2 ttl=64 time=779 ms
64 bytes from 10.0.0.7: icmp_seq=5 ttl=64 time=436 ms
64 bytes from 10.0.0.7: icmp_seq=6 ttl=64 time=459 ms
64 bytes from 10.0.0.7: icmp_seq=7 ttl=64 time=492 ms
64 bytes from 10.0.0.7: icmp_seq=8 ttl=64 time=513 ms
64 bytes from 10.0.0.7: icmp_seq=9 ttl=64 time=523 ms
64 bytes from 10.0.0.7: icmp_seq=10 ttl=64 time=525 ms
64 bytes from 10.0.0.7: icmp_seq=11 ttl=64 time=525 ms
64 bytes from 10.0.0.7: icmp_seq=12 ttl=64 time=528 ms
64 bytes from 10.0.0.7: icmp_seq=13 ttl=64 time=540 ms
64 bytes from 10.0.0.7: icmp_seq=14 ttl=64 time=561 ms
64 bytes from 10.0.0.7: icmp_seq=15 ttl=64 time=598 ms
64 bytes from 10.0.0.7: icmp_seq=16 ttl=64 time=659 ms
64 bytes from 10.0.0.7: icmp_seq=17 ttl=64 time=740 ms
64 bytes from 10.0.0.7: icmp_seq=18 ttl=64 time=794 ms
64 bytes from 10.0.0.7: icmp_seq=19 ttl=64 time=585 ms
64 bytes from 10.0.0.7: icmp_seq=20 ttl=64 time=561 ms
64 bytes from 10.0.0.7: icmp_seq=21 ttl=64 time=433 ms
64 bytes from 10.0.0.7: icmp_seq=22 ttl=64 time=471 ms
64 bytes from 10.0.0.7: icmp_seq=23 ttl=64 time=501 ms
64 bytes from 10.0.0.7: icmp_seq=24 ttl=64 time=516 ms
64 bytes from 10.0.0.7: icmp_seq=25 ttl=64 time=523 ms
64 bytes from 10.0.0.7: icmp_seq=26 ttl=64 time=524 ms
64 bytes from 10.0.0.7: icmp_seq=27 ttl=64 time=525 ms
64 bytes from 10.0.0.7: icmp_seq=28 ttl=64 time=530 ms
64 bytes from 10.0.0.7: icmp_seq=29 ttl=64 time=544 ms
64 bytes from 10.0.0.7: icmp_seq=30 ttl=64 time=574 ms
64 bytes from 10.0.0.7: icmp_seq=31 ttl=64 time=619 ms
64 bytes from 10.0.0.7: icmp_seq=32 ttl=64 time=684 ms
64 bytes from 10.0.0.7: icmp_seq=33 ttl=64 time=776 ms
64 bytes from 10.0.0.7: icmp_seq=36 ttl=64 time=487 ms
64 bytes from 10.0.0.7: icmp_seq=37 ttl=64 time=450 ms
64 bytes from 10.0.0.7: icmp_seq=38 ttl=64 time=488 ms
64 bytes from 10.0.0.7: icmp_seq=39 ttl=64 time=509 ms
64 bytes from 10.0.0.7: icmp_seq=40 ttl=64 time=522 ms
64 bytes from 10.0.0.7: icmp_seq=41 ttl=64 time=524 ms
64 bytes from 10.0.0.7: icmp_seq=42 ttl=64 time=524 ms
64 bytes from 10.0.0.7: icmp_seq=43 ttl=64 time=528 ms
64 bytes from 10.0.0.7: icmp_seq=44 ttl=64 time=536 ms
64 bytes from 10.0.0.7: icmp_seq=45 ttl=64 time=556 ms
64 bytes from 10.0.0.7: icmp_seq=46 ttl=64 time=591 ms
64 bytes from 10.0.0.7: icmp_seq=47 ttl=64 time=656 ms
64 bytes from 10.0.0.7: icmp_seq=48 ttl=64 time=723 ms
64 bytes from 10.0.0.7: icmp_seq=49 ttl=64 time=792 ms
64 bytes from 10.0.0.7: icmp_seq=51 ttl=64 time=567 ms
64 bytes from 10.0.0.7: icmp_seq=52 ttl=64 time=433 ms
64 bytes from 10.0.0.7: icmp_seq=53 ttl=64 time=471 ms
64 bytes from 10.0.0.7: icmp_seq=54 ttl=64 time=502 ms
64 bytes from 10.0.0.7: icmp_seq=55 ttl=64 time=519 ms
64 bytes from 10.0.0.7: icmp_seq=56 ttl=64 time=527 ms
64 bytes from 10.0.0.7: icmp_seq=57 ttl=64 time=526 ms
64 bytes from 10.0.0.7: icmp_seq=58 ttl=64 time=527 ms
64 bytes from 10.0.0.7: icmp_seq=59 ttl=64 time=534 ms
64 bytes from 10.0.0.7: icmp_seq=60 ttl=64 time=546 ms

--- 10.0.0.7 ping statistics ---
60 packets transmitted, 55 received, 8% packet loss, time 59175ms
rtt min/avg/max/mdev = 433.277/559.869/794.601/91.098 ms
